iter	Passed	Remaining
221	2618	8622
222	2627	8599
223	2635	8577
224	2645	8559
225	2654	8538
226	2661	8513
227	2671	8495
228	2679	8472
229	2689	8453
230	2699	8437
231	2711	8427
232	2720	8405
233	2727	8382
234	2737	8362
235	2745	8340
236	2752	8316
237	2760	8294
238	2769	8273
239	2777	8250
240	2785	8228
241	2792	8204
242	2800	8182
243	2813	8173
244	2824	8162
245	2837	8155
246	2847	8139
247	2855	8118
248	2867	8106
249	2874	8082
250	2885	8069
251	2894	8052
252	2906	8041
253	2914	8019
254	2924	8006
255	2932	7983
256	2941	7964
257	2948	7941
258	2956	7920
259	2964	7900
260	2971	7878
261	2979	7858
262	2988	7840
263	2996	7819
264	3003	7798
265	3010	7776
266	3018	7756
267	3027	7737
268	3034	7715
269	3042	7695
270	3049	7674
271	3055	7650
272	3063	7631
273	3071	7610
274	3079	7592
275	3088	7575
276	3096	7556
277	3106	7542
278	3114	7523
279	3121	7502
280	3128	7481
281	3135	7460
282	3142	7440
283	3149	7419
284	3156	7398
285	3163	7376
286	3170	7356
287	3176	7334
288	3185	7318
289	3193	7301
290	3200	7281
291	3221	7292
292	3234	7285
293	3246	7276
294	3256	7264
295	3266	7249
296	3275	7233
297	3284	7220
298	3293	7203
299	3304	7191
300	3313	7177
301	3323	7164
302	3330	7144
303	3338	7127
304	3345	7108
305	3353	7090
306	3359	7070
307	3369	7056
308	3376	7037
309	3384	7019
310	3391	7001
311	3402	6989
312	3409	6972
313	3417	6955
314	3425	6937
315	3433	6920
316	3442	6906
317	3451	6891
318	3461	6880
319	3471	6866
320	3481	6854
321	3493	6845
322	3501	6828
323	3509	6813
324	3517	6797
325	3526	6781
326	3534	6765
327	3542	6749
328	3550	6735
329	3560	6721
330	3569	6706
331	3579	6694
332	3587	6679
333	3596	6664
334	3613	6665
335	3635	6675
336	3648	6669
337	3661	6662
338	3674	6655
339	3688	6650
340	3701	6643
341	3710	6628
342	3720	6617
343	3730	6604
344	3740	6591
345	3748	6576
346	3758	6564
347	3767	6549
348	3775	6534
349	3783	6518
350	3793	6506
351	3805	6497
352	3814	6483
353	3827	6475
354	3839	6467
355	3850	6457
356	3859	6444
357	3872	6436
358	3914	6476
359	3933	6480
360	3946	6472
361	3961	6466
362	3973	6458
363	3983	6445
364	3994	6434
365	4003	6421
366	4014	6410
367	4024	6397
368	4035	6387
369	4046	6375
370	4056	6363
371	4065	6349
372	4078	6342
373	4093	6337
374	4109	6334
375	4124	6328
376	4132	6314
377	4141	6300
378	4153	6291
379	4166	6283
380	4178	6273
381	4188	6260
382	4196	6245
383	4205	6231
384	4213	6216
385	4223	6204
386	4232	6190
387	4243	6179
388	4255	6170
389	4264	6155
390	4273	6142
391	4282	6129
392	4294	6119
393	4304	6106
394	4311	6090
395	4321	6079
396	4329	6063
397	4336	6046
398	4343	6030
399	4350	6015
400	4358	6000
401	4366	5985
402	4374	5970
403	4381	5954
404	4389	5939
405	4396	5923
406	4406	5911
407	4415	5897
408	4423	5883
409	4434	5872
410	4443	5859
411	4455	5850
412	4467	5841
413	4477	5828
414	4488	5819
415	4504	5814
416	4517	5806
417	4528	5795
418	4537	5782
419	4547	5770
420	4555	5756
421	4564	5743
422	4572	5729
423	4581	5715
424	4589	5702
425	4598	5688
426	4607	5675
427	4615	5662
428	4625	5649
429	4634	5636
430	4644	5624
431	4653	5612
432	4663	5600
433	4673	5588
434	4686	5580
435	4698	5571
436	4708	5559
437	4716	5546
438	4724	5532
439	4732	5517
440	4740	5503
441	4747	5488
442	4757	5476
443	4765	5462
444	4773	5448
445	4782	5436
446	4790	5422
447	4799	5409
448	4808	5397
449	4818	5386
450	4830	5376
451	4839	5363
452	4850	5353
453	4858	5340
454	4870	5330
455	4880	5318
456	4890	5307
457	4903	5300
458	4915	5290
459	4930	5283
460	4942	5274
461	4955	5266
462	4968	5258
463	4978	5246
464	4990	5237
465	5004	5230
466	5017	5221
467	5032	5215
468	5044	5205
469	5057	5197
470	5069	5188
471	5083	5180
472	5096	5172
473	5109	5163
474	5120	5152
475	5131	5141
476	5140	5129
477	5150	5118
478	5161	5107
479	5174	5098
480	5183	5086
481	5192	5073
482	5202	5062
483	5215	5053
484	5228	5045
485	5239	5034
486	5250	5024
487	5261	5013
488	5275	5005
489	5289	4998
490	5299	4986
491	5307	4973
492	5320	4964
493	5342	4963
494	5354	4954
495	5368	4946
496	5379	4935
497	5389	4923
498	5399	4912
499	5407	4899
500	5417	4887
501	5428	4876
502	5441	4868
503	5462	4866
504	5478	4860
505	5491	4850
506	5501	4839
507	5512	4829
508	5525	4819
509	5534	4807
510	5543	4795
511	5553	4783
512	5561	4770
513	5571	4758
514	5580	4745
515	5589	4733
516	5598	4721
517	5608	4710
518	5618	4697
519	5629	4687
520	5639	4675
521	5650	4665
522	5661	4654
523	5670	4642
524	5682	4632
525	5694	4622
526	5704	4611
527	5718	4602
528	5731	4594
529	5745	4585
530	5757	4575
531	5769	4565
532	5778	4553
533	5789	4543
534	5799	4530
535	5808	4518
536	5817	4506
537	5830	4497
538	5839	4484
539	5850	4474
540	5858	4461
541	5869	4451
542	5882	4441
543	5895	4432
544	5905	4420
545	5915	4409
546	5924	4397
547	5933	4385
548	5942	4372
549	5950	4359
550	5958	4347
551	5966	4334
552	5974	4321
553	5982	4309
554	5992	4297
555	6000	4284
556	6010	4273
557	6020	4262
558	6030	4250
559	6039	4238
560	6051	4228
561	6060	4216
562	6070	4204
563	6080	4193
564	6092	4183
565	6105	4174
566	6118	4165
567	6128	4153
568	6142	4145
569	6155	4135
570	6167	4126
571	6181	4117
572	6196	4109
573	6206	4097
574	6219	4088
575	6233	4079
576	6243	4068
577	6256	4059
578	6270	4050
579	6283	4040
580	6296	4031
581	6305	4019
582	6315	4007
583	6326	3997
584	6336	3985
585	6353	3978
586	6362	3966
587	6370	3954
588	6380	3943
589	6388	3930
590	6398	3919
591	6409	3908
592	6422	3898
593	6434	3889
594	6446	3878
595	6456	3867
596	6468	3857
597	6482	3848
598	6496	3839
599	6508	3829
600	6524	3821
601	6536	3811
602	6548	3800
603	6560	3790
604	6575	3782
605	6594	3775
606	6607	3766
607	6618	3755
608	6633	3746
609	6646	3737
610	6661	3728
611	6672	3717
612	6684	3707
613	6697	3698
614	6707	3686
615	6719	3676
616	6728	3664
617	6739	3653
618	6749	3641
619	6758	3629
620	6767	3618
621	6777	3606
622	6786	3594
623	6798	3584
624	6807	3572
625	6821	3563
626	6832	3552
627	6845	3542
628	6854	3530
629	6865	3520
630	6877	3509
631	6891	3500
632	6902	3489
633	6911	3477
634	6920	3465
635	6930	3454
636	6938	3442
637	6948	3430
638	6956	3418
639	6965	3406
640	6975	3395
641	6987	3385
642	7001	3375
643	7013	3364
644	7023	3353
645	7035	3343
646	7048	3333
647	7057	3321
648	7070	3311
649	7103	3311
650	7117	3301
651	7131	3292
652	7144	3282
653	7152	3269
654	7163	3258
655	7171	3246
656	7178	3234
657	7188	3222
658	7196	3210
659	7205	3198
660	7212	3186
661	7221	3174
662	7229	3162
663	7238	3150
664	7248	3139
665	7259	3128
666	7268	3116
667	7280	3105
668	7289	3094
669	7300	3083
670	7309	3071
671	7320	3060
672	7328	3048
673	7335	3036
674	7343	3024
675	7351	3012
676	7359	3000
677	7367	2988
678	7375	2976
679	7384	2964
680	7393	2953
681	7404	2942
682	7415	2931
683	7424	2919
684	7436	2909
685	7451	2900
686	7460	2888
687	7471	2877
688	7483	2867
689	7495	2856
690	7508	2846
691	7520	2836
692	7529	2825
693	7540	2814
694	7550	2803
695	7560	2791
696	7570	2780
697	7581	2769
698	7590	2758
699	7601	2747
700	7611	2736
701	7620	2724
702	7642	2717
703	7653	2706
704	7661	2695
705	7672	2684
706	7683	2673
707	7694	2662
708	7706	2652
709	7714	2640
710	7724	2629
711	7733	2617
712	7741	2605
713	7750	2594
714	7759	2582
715	7768	2571
716	7777	2560
717	7786	2548
718	7796	2537
719	7806	2526
720	7814	2514
721	7823	2503
722	7844	2495
723	7858	2485
724	7872	2475
725	7885	2465
726	7896	2454
727	7909	2444
728	7919	2433
729	7933	2423
730	7943	2412
731	7951	2400
732	7959	2389
733	7970	2377
734	7979	2366
735	7987	2354
736	7997	2344
737	8006	2332
738	8015	2321
739	8027	2310
740	8035	2298
741	8045	2287
742	8054	2276
743	8065	2265
744	8074	2254
745	8085	2243
746	8094	2232
747	8106	2221
748	8115	2210
749	8126	2199
750	8134	2187
751	8142	2176
752	8151	2165
753	8159	2153
754	8168	2142
755	8178	2131
756	8187	2119
757	8195	2108
758	8202	2096
759	8211	2085
760	8219	2073
761	8228	2062
762	8235	2050
763	8246	2039
764	8254	2028
765	8267	2018
766	8280	2008
767	8294	1998
768	8306	1987
769	8319	1977
770	8331	1966
771	8339	1955
772	8346	1943
773	8356	1932
774	8364	1921
775	8373	1909
776	8382	1898
777	8389	1887
778	8397	1875
779	8405	1864
780	8415	1853
781	8423	1841
782	8432	1830
783	8441	1819
784	8450	1808
785	8459	1797
786	8469	1786
787	8480	1775
788	8489	1764
789	8501	1754
790	8513	1743
791	8524	1732
792	8533	1721
793	8542	1710
794	8552	1699
795	8562	1688
796	8572	1678
797	8581	1666
798	8590	1655
799	8598	1644
800	8606	1633
801	8615	1622
802	8623	1610
803	8632	1599
804	8643	1589
805	8652	1578
806	8669	1568
807	8685	1558
808	8698	1548
809	8713	1538
810	8726	1527
811	8739	1517
812	8756	1507
813	8770	1497
814	8782	1487
815	8797	1476
816	8812	1466
817	8825	1456
818	8845	1447
819	8860	1437
820	8872	1426
821	8882	1415
822	8898	1405
823	8913	1395
824	8923	1384
825	8937	1374
826	8949	1363
827	8963	1353
828	8974	1342
829	8983	1331
830	8991	1320
831	9003	1309
832	9013	1298
833	9023	1287
834	9031	1276
835	9042	1265
836	9052	1254
837	9066	1244
838	9075	1233
839	9087	1222
840	9099	1211
841	9108	1200
842	9120	1190
843	9130	1179
844	9140	1168
845	9170	1159
846	9197	1151
847	9227	1142
848	9248	1132
849	9263	1122
850	9275	1111
851	9291	1101
852	9322	1092
853	9347	1083
854	9360	1072
855	9374	1062
856	9387	1051
857	9401	1040
858	9410	1029
859	9421	1018
860	9432	1007
861	9441	996
862	9454	985
863	9465	975
864	9474	963
865	9483	952
866	9493	941
867	9504	930
868	9513	919
869	9524	908
870	9534	897
871	9545	886
872	9553	875
873	9561	864
874	9570	853
875	9578	841
876	9586	830
877	9595	819
878	9605	808
879	9612	797
880	9620	786
881	9630	775
882	9639	764
883	9649	753
884	9658	742
885	9671	731
886	9689	720
887	9698	709
888	9710	699
889	9724	688
890	9736	677
891	9749	666
892	9762	655
893	9775	645
894	9785	634
895	9797	623
896	9810	612
897	9823	601
898	9836	590
899	9849	579
900	9862	569
901	9876	558
902	9888	547
903	9903	536
904	9916	525
905	9935	515
906	9943	504
907	9953	493
908	9962	482
909	9969	471
910	9977	459
911	9985	448
912	9993	437
913	10002	426
914	10010	415
915	10019	404
916	10029	393
917	10039	382
918	10048	371
919	10061	360
920	10076	350
921	10096	339
922	10128	329
923	10138	318
924	10147	307
925	10156	296
926	10164	285
927	10170	273
928	10176	262
929	10182	251
930	10189	240
931	10195	229
932	10201	218
933	10207	207
934	10214	196
935	10220	185
936	10227	174
937	10235	163
938	10242	152
939	10252	141
940	10258	130
941	10265	119
942	10272	108
943	10278	97
944	10285	87
945	10294	76
946	10301	65
947	10308	54
948	10321	43
949	10329	32
950	10336	21
951	10344	10
952	10350	0
