iter	RMSE
0	24.42037662
1	24.25974061
2	24.13397168
3	24.03443855
4	23.92876531
5	23.91585953
6	23.78065031
7	23.74347469
8	23.73128738
9	23.63205044
10	23.56276284
11	23.52183336
12	23.48911696
13	23.43352689
14	23.38243462
15	23.27724965
16	23.20617049
17	23.12371418
18	23.06053296
19	23.04791781
20	23.03104849
21	22.96939218
22	22.9170611
23	22.85988375
24	22.8040753
25	22.79325082
26	22.78605669
27	22.74648906
28	22.6800101
29	22.66227193
30	22.63881842
31	22.59768789
32	22.55743581
33	22.52229137
34	22.51651713
35	22.5099469
36	22.48232956
37	22.45147271
38	22.41190986
39	22.39096391
40	22.37278074
41	22.36608927
42	22.35983117
43	22.32497154
44	22.32025356
45	22.31148354
46	22.26637331
47	22.24137432
48	22.21100669
49	22.19902246
50	22.15798054
51	22.15530209
52	22.14478171
53	22.12506969
54	22.10686841
55	22.09385458
56	22.06988893
57	22.06528872
58	22.05363007
59	22.04990456
60	22.03963155
61	22.02421937
62	21.98180493
63	21.97391699
64	21.96641954
65	21.95894122
66	21.94890482
67	21.89596252
68	21.87216899
69	21.85889902
70	21.85336305
71	21.84787747
72	21.83846813
73	21.8311576
74	21.81917128
75	21.81300485
76	21.778522
77	21.76073566
78	21.74083452
79	21.73481395
80	21.70780961
81	21.6980035
82	21.68137336
83	21.66175764
84	21.65250004
85	21.63543049
86	21.62532902
87	21.61204949
88	21.6037386
89	21.56192012
90	21.54974964
91	21.54818027
92	21.53403324
93	21.51444291
94	21.50915206
95	21.49630421
96	21.48727694
97	21.48436932
98	21.48338329
99	21.48035137
100	21.47681541
101	21.44937334
102	21.44430583
103	21.43437032
104	21.43380755
105	21.42256034
106	21.41843489
107	21.40994979
108	21.40147791
109	21.39634138
110	21.38683942
111	21.37826758
112	21.37214582
113	21.36230998
114	21.35981056
115	21.34695922
116	21.3433491
117	21.33600954
118	21.32858669
119	21.32018439
120	21.31377456
121	21.2887872
122	21.28136584
123	21.2708136
124	21.22239944
125	21.20098195
126	21.19702941
127	21.19509785
128	21.19182733
129	21.17860843
130	21.1507012
131	21.11770608
132	21.1048595
133	21.08449345
134	21.07769898
135	21.0627603
136	21.05844487
137	21.05370496
138	21.04149693
139	21.01040386
140	20.99934788
141	20.98637004
142	20.97146138
143	20.95899221
144	20.88156468
145	20.83997188
146	20.3768013
147	20.31433135
148	20.30107683
149	20.27497789
150	20.16055929
151	19.73513005
152	19.44454246
153	19.39236129
154	19.3620623
155	19.31413052
156	19.2826409
157	19.22555873
158	18.83747925
159	18.77072587
160	18.69582674
161	18.65892583
162	18.34204822
163	18.05006363
164	17.99848333
165	17.74879097
166	17.50840015
167	17.34838412
168	17.31444285
169	17.26397688
170	17.21398655
171	17.04325174
172	16.86058458
173	16.81709355
174	16.78889002
175	16.63204249
176	16.5986481
177	16.54655277
178	16.49386552
179	16.45669388
180	16.43569406
181	16.34538658
182	16.31660896
183	16.25817997
184	16.21872406
185	16.14353751
186	16.11247566
187	16.0209373
188	15.97916615
189	15.84766818
190	15.82416858
191	15.79752624
192	15.76993642
193	15.67201081
194	15.64392369
195	15.5324736
196	15.47327752
197	15.45686653
198	15.35060891
199	15.3208201
200	15.25208921
201	15.15500297
202	15.11895142
203	15.10456537
204	15.04671721
205	14.94091693
206	14.88299564
207	14.85088569
208	14.83791585
209	14.77777456
210	14.75364174
211	14.72785269
212	14.6871755
213	14.65704508
214	14.62403275
215	14.60370869
216	14.57159732
217	14.49096473
218	14.45647646
219	14.40495138
220	14.36970093
221	14.3472349
222	14.32508688
223	14.30648495
224	14.28973982
225	14.20572914
226	14.18549632
227	14.16398578
228	14.14685986
229	14.12907006
230	14.11311283
231	14.06838857
232	14.04122908
233	14.01852426
234	13.99627465
235	13.96986937
236	13.9369838
237	13.9231263
238	13.87491595
239	13.84990762
240	13.76949959
241	13.75494402
242	13.73500861
243	13.65714819
244	13.64095758
245	13.59679479
246	13.53093402
247	13.5049957
248	13.4843018
249	13.42557572
250	13.40241646
251	13.36505631
252	13.34291567
253	13.30968258
254	13.2961258
255	13.28337734
256	13.26795804
257	13.24352137
258	13.22645923
259	13.19520777
260	13.18432365
261	13.16115563
262	13.14042206
263	13.13226589
264	13.09936378
265	13.06938955
266	13.00608803
267	12.93856386
268	12.93116134
269	12.86590917
270	12.85075326
271	12.83269549
272	12.78562702
273	12.7712845
274	12.74610264
275	12.72670236
276	12.70910198
277	12.68886254
278	12.61294057
279	12.59855561
280	12.58108182
281	12.56847693
282	12.5484959
283	12.53375142
284	12.51291401
285	12.49464134
286	12.48268243
287	12.46526486
